"","gene_id","gene_short_name","cluster","marker_score","mean_expression","fraction_expressing","specificity","pseudo_R2","marker_test_p_value","marker_test_q_value"
"398","ENSG00000171223","JUNB","23",0.10620030889342,8.76147270923647,1,0.10620030889342,0.131362947671651,2.06326706094381e-16,1.79125831123134e-10
"399","ENSG00000130844","ZNF331","23",0.2260531871438,3.13734394916865,0.847222222222222,0.266816876628747,0.35770752302926,6.09988644619161e-42,5.29571401644438e-36
"400","ENSG00000142178","SIK1","23",0.104786916670559,0.332762063042602,0.236111111111111,0.44380341178119,0.12207897239438,2.32907381942937e-15,2.02202270151872e-09
"401","ENSG00000143416","SELENBP1","24",0.333808607052475,1.12131175656429,0.350877192982456,0.951354530099554,0.275152634115338,9.45219042910239e-28,8.20607035607211e-22
"402","ENSG00000159346","ADIPOR1","24",0.247640433971138,4.14175301989461,0.789473684210526,0.313677883030108,0.334200843208626,2.3512516131717e-33,2.04127670800082e-27
"403","ENSG00000136732","GYPC","24",0.272909588427113,4.58427035546706,0.859649122807018,0.317466255925418,0.422794185626504,9.32835271784249e-42,8.09855866563844e-36
"404","ENSG00000082146","STRADB","24",0.338902783046898,1.85295760175269,0.596491228070175,0.568160548049211,0.379621118913388,1.15692687872654e-37,1.0044045805965e-31
"405","ENSG00000145335","SNCA","24",0.385492709624497,5.00791823115231,0.771929824561403,0.499388282922643,0.477948479136349,5.51260423772681e-47,4.78585557065033e-41
"406","ENSG00000250361","GYPB","24",0.263157894736842,0.502950237401063,0.263157894736842,1,0.206323870324564,3.29204669458109e-21,2.85804301064768e-15
"407","ENSG00000158578","ALAS2","24",0.848173946672362,13.1295718163123,0.859649122807018,0.98665132572091,0.788996443335237,1.78239414552522e-76,1.54741399574405e-70
"408","ENSG00000147454","SLC25A37","24",0.560257363787821,9.77170901168599,0.982456140350877,0.570261959569747,0.736396845396889,1.73745261884744e-71,1.50839729029431e-65
"409","ENSG00000104765","BNIP3L","24",0.266748765334765,3.78676581364084,0.771929824561403,0.345560900547309,0.356781423334128,1.69575245532117e-35,1.47219462612636e-29
"410","ENSG00000133742","CA1","24",0.657167969011491,10.3051256689517,0.666666666666667,0.985751953517236,0.573365574946701,4.97645762984198e-56,4.32039131466939e-50
"411","ENSG00000198876","DCAF12","24",0.413660423504785,2.70355282037238,0.596491228070175,0.693489533522728,0.411889844464064,1.00837237762622e-40,8.75434613594246e-35
"412","ENSG00000244734","HBB","24",0.985935949056721,2232.31171898816,1,0.985935949056721,0.999999999928046,1.6773157888077e-96,1.45618853910603e-90
"413","ENSG00000223609","HBD","24",0.607970203571981,16.448806388305,0.684210526315789,0.888571835989818,0.553934646458657,3.45758408319474e-54,3.00175694317085e-48
